id,label
421,1
422,1
423,1
424,0
425,0
426,0
427,1
428,1
429,1
430,0
431,0
432,1
433,0
434,1
435,1
436,1
437,0
438,1
439,1
440,1
441,1
442,0
443,0
444,1
445,1
446,0
447,1
448,0
449,0
450,1
451,1
452,0
453,1
454,1
455,0
456,1
457,1
458,0
459,1
460,1
461,1
462,1
463,1
464,0
465,0
466,1
467,1
468,1
469,0
470,1
471,0
472,0
473,1
474,1
475,1
476,0
477,1
478,0
479,0
480,0
481,1
482,1
483,1
484,0
485,0
486,0
487,1
488,0
489,1
490,0
491,1
492,0
493,1
494,1
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,1
504,1
505,1
506,1
507,0
508,1
509,1
510,1
511,1
512,0
513,1
514,1
515,1
516,1
517,0
518,1
519,0
520,0
521,0
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,0
530,0
531,1
532,0
533,1
534,0
535,0
536,0
537,1
538,1
539,1
540,1
541,0
542,0
543,1
544,0
545,0
546,1
547,1
548,0
549,1
550,0
551,1
552,0
553,1
554,0
555,0
556,1
557,0
558,0
559,1
560,0
561,0
562,0
563,1
564,0
565,0
566,1
567,1
568,1
569,0
570,1
571,1
572,1
573,1
574,1
575,0
576,1
577,0
578,0
579,0
580,1
581,0
582,0
583,1
584,0
585,0
586,0
587,0
588,0
589,0
590,1
591,1
592,0
593,1
594,0
595,1
596,1
597,0
598,1
599,1
600,0
601,1
602,1
603,0
604,0
605,0
606,0
607,1
608,1
609,1
610,1
611,0
612,0
613,1
614,0
615,0
616,0
617,1
618,1
619,0
620,1
621,0
622,1
623,0
624,0
625,0
626,1
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,1
640,1
641,0
642,1
643,1
644,1
645,0
646,0
647,0
648,0
649,0
650,1
651,0
652,0
653,1
654,1
655,0
656,0
657,1
658,0
659,1
660,0
661,1
662,0
663,0
664,0
665,1
666,1
667,0
668,0
669,0
670,1
671,0
672,1
673,1
674,1
675,1
676,1
677,0
678,1
679,0
680,0
681,1
682,0
683,1
684,0
685,1
686,1
687,1
688,0
689,1
690,1
691,1
692,1
693,1
694,1
695,1
696,1
697,1
698,0
699,1
700,1
701,1
702,0
703,1
704,1
705,1
706,0
707,0
708,1
709,1
710,0
711,1
712,1
713,0
714,1
715,0
716,0
717,0
718,1
719,0
720,0
721,0
722,1
723,0
724,1
725,1
726,1
727,1
728,1
729,1
730,1
731,1
732,0
733,1
734,0
735,0
736,0
737,1
738,0
739,0
740,0
741,1
742,1
743,0
744,0
745,1
746,1
747,0
748,1
749,1
750,1
751,0
752,1
753,1
754,1
755,1
756,1
757,1
758,0
759,0
760,1
761,1
762,0
763,0
764,1
765,1
766,1
767,0
768,0
769,1
770,1
771,1
772,0
773,1
774,1
775,0
776,0
777,0
778,1
779,0
780,1
781,0
782,1
783,0
784,0
785,1
786,1
787,0
788,0
789,0
790,1
791,0
792,1
793,0
794,1
795,0
796,1
797,0
798,0
799,1
800,0
801,1
802,0
803,1
804,0
805,1
806,1
807,0
808,0
809,0
810,1
811,1
812,1
813,1
814,1
815,0
816,0
817,1
818,0
819,1
820,1
821,0
822,1
823,1
824,0
825,0
826,1
827,1
828,0
829,0
830,0
831,1
832,1
833,1
834,1
835,1
836,0
837,0
838,1
839,0
840,0
841,1
842,0
843,0
844,1
845,0
846,1
847,1
848,1
849,1
850,1
851,1
852,1
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,1
864,1
865,1
866,0
867,1
868,1
869,1
870,1
871,1
872,0
873,1
874,1
875,0
876,1
877,0
878,0
879,1
880,0
881,0
882,1
883,1
884,1
885,0
886,0
887,1
888,1
889,0
890,1
891,1
892,0
893,0
894,0
895,1
896,1
897,0
898,0
899,0
900,1
901,0
902,1
903,0
904,1
905,0
906,1
907,1
908,1
909,0
910,1
911,1
912,1
913,1
914,0
915,0
916,0
917,1
918,1
919,1
920,0
921,0
922,1
923,1
924,0
925,0
926,1
927,0
928,0
929,1
930,1
931,1
932,1
933,1
934,0
935,1
936,1
937,1
938,1
939,1
940,1
941,0
942,0
943,1
944,0
945,0
946,1
947,0
948,1
949,0
950,0
951,0
952,0
953,0
954,1
955,0
956,0
957,0
958,0
959,1
960,0
961,1
962,0
963,1
964,1
965,0
966,1
967,1
968,0
969,0
970,1
971,1
972,0
973,1
974,1
975,0
976,0
977,1
978,1
979,0
980,1
981,1
982,0
983,0
984,0
985,1
986,1
987,1
988,1
989,0
990,1
991,0
992,1
993,1
994,0
995,1
996,1
997,0
998,0
999,0
1000,0
1001,0
1002,1
1003,1
1004,0
1005,1
1006,0
1007,0
1008,0
1009,0
1010,1
1011,0
1012,1
1013,0
1014,0
1015,1
1016,0
1017,0
1018,1
1019,0
1020,1
1021,0
1022,1
1023,1
1024,0
1025,1
1026,0
1027,1
1028,1
1029,1
1030,0
1031,0
1032,0
1033,1
1034,1
1035,0
1036,0
1037,0
1038,1
1039,0
1040,1
1041,1
1042,0
1043,0
1044,0
1045,1
1046,1
1047,0
1048,0
1049,1
1050,1
1051,1
1052,1
1053,1
1054,0
1055,1
1056,0
1057,1
1058,0
1059,1
1060,0
1061,0
1062,1
1063,0
1064,1
1065,1
1066,0
1067,1
1068,0
1069,0
1070,1
1071,0
1072,0
1073,0
1074,1
1075,1
1076,0
1077,1
1078,0
1079,1
1080,1
1081,1
1082,1
1083,1
1084,0
1085,0
1086,1
1087,0
1088,1
1089,1
1090,0
1091,1
1092,1
1093,0
1094,0
1095,0
1096,0
1097,0
1098,1
1099,1
1100,1
1101,1
1102,1
1103,0
1104,1
1105,1
1106,0
1107,0
1108,1
1109,0
1110,1
1111,0
1112,1
1113,1
1114,0
1115,0
1116,0
1117,0
1118,0
1119,1
1120,1
1121,0
1122,0
1123,0
1124,1
1125,1
1126,0
1127,0
1128,0
1129,0
1130,0
1131,0
1132,0
1133,0
1134,1
1135,1
1136,0
1137,1
1138,0
1139,0
1140,1
1141,0
1142,0
1143,1
1144,1
1145,0
1146,1
1147,0
1148,1
1149,0
1150,1
1151,1
1152,0
1153,0
1154,0
1155,0
1156,0
1157,1
1158,1
1159,1
1160,1
1161,0
1162,1
1163,0
1164,0
1165,1
1166,0
1167,0
1168,0
1169,1
1170,0
1171,0
1172,0
1173,1
1174,0
1175,0
1176,1
1177,1
1178,0
1179,1
1180,1
1181,0
1182,1
1183,1
1184,0
1185,0
1186,1
1187,0
1188,0
1189,1
1190,1
1191,0
1192,1
1193,0
1194,0
1195,1
1196,1
1197,1
1198,1
1199,1
1200,1
1201,1
1202,0
1203,0
1204,0
1205,0
1206,1
1207,0
1208,0
1209,0
1210,1
1211,1
1212,1
1213,0
1214,1
1215,0
1216,1
1217,0
1218,0
1219,1
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,1
1227,0
1228,0
1229,1
1230,1
1231,0
1232,1
1233,1
1234,0
1235,1
1236,1
1237,1
1238,1
1239,0
1240,0
1241,1
1242,0
1243,1
1244,0
1245,0
1246,1
1247,1
1248,1
1249,1
1250,1
1251,1
1252,0
1253,1
1254,0
1255,0
1256,1
1257,0
1258,1
1259,1
1260,1
1261,1
1262,0
1263,0
1264,0
1265,1
1266,1
1267,1
1268,0
1269,0
1270,0
1271,0
1272,0
1273,1
1274,0
1275,1
1276,0
1277,0
1278,0
1279,0
1280,0
1281,0
1282,1
1283,0
1284,0
1285,0
1286,0
1287,0
1288,1
1289,0
1290,1
1291,0
1292,0
1293,1
1294,1
1295,1
1296,1
1297,0
1298,0
1299,1
1300,1
1301,1
1302,0
1303,1
1304,0
1305,1
1306,1
1307,0
1308,0
1309,0
1310,0
1311,1
1312,0
1313,1
1314,1
1315,0
1316,1
1317,0
1318,1
1319,1
1320,1
1321,1
1322,1
1323,0
1324,0
1325,1
1326,1
1327,0
1328,1
1329,1
1330,0
1331,0
1332,1
1333,1
1334,1
1335,1
1336,0
1337,1
1338,1
1339,0
1340,0
1341,1
1342,0
1343,0
1344,1
1345,1
1346,0
1347,1
1348,0
1349,0
1350,0
1351,0
1352,0
1353,1
1354,1
1355,1
1356,0
1357,0
1358,1
1359,0
1360,1
1361,1
1362,0
1363,1
1364,0
1365,1
1366,1
1367,0
1368,1
1369,0
1370,1
1371,0
1372,1
1373,0
1374,1
1375,1
1376,0
1377,1
1378,0
1379,0
1380,0
1381,1
1382,1
1383,0
1384,0
1385,1
1386,0
1387,1
1388,1
1389,0
1390,0
1391,0
1392,1
1393,0
1394,0
1395,1
1396,0
1397,0
1398,0
1399,1
1400,1
1401,0
1402,1
1403,1
1404,1
1405,0
1406,0
1407,1
1408,1
1409,0
1410,1
1411,1
1412,0
1413,0
1414,1
1415,1
1416,1
1417,0
1418,0
1419,0
1420,1
1421,1
1422,0
1423,0
1424,0
1425,1
1426,0
1427,0
1428,0
1429,0
1430,0
1431,1
1432,0
1433,1
1434,1
1435,1
1436,0
1437,0
1438,1
1439,0
1440,0
1441,0
1442,1
1443,0
1444,0
1445,1
1446,1
1447,0
1448,0
1449,0
1450,1
1451,0
1452,0
1453,0
1454,0
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,0
1462,0
1463,1
1464,0
1465,1
1466,0
1467,1
1468,1
1469,0
1470,1
1471,0
1472,0
1473,0
1474,1
1475,0
1476,1
1477,0
1478,0
1479,1
1480,0
1481,1
1482,1
1483,0
1484,0
1485,0
1486,0
1487,0
1488,1
1489,1
1490,1
1491,0
1492,1
1493,0
1494,0
1495,1
1496,0
1497,0
1498,1
1499,0
1500,0
1501,0
1502,0
1503,1
1504,1
1505,1
1506,0
1507,1
1508,1
1509,1
1510,0
1511,0
1512,0
1513,1
1514,0
1515,0
1516,1
1517,1
1518,0
1519,1
1520,1
1521,0
1522,1
1523,1
1524,1
1525,1
1526,0
1527,0
1528,1
1529,1
1530,1
1531,1
1532,1
1533,1
1534,0
1535,0
1536,1
1537,0
1538,1
1539,0
1540,0
1541,1
1542,0
1543,0
1544,0
1545,1
1546,1
1547,1
1548,1
1549,0
1550,1
1551,1
1552,0
1553,0
1554,1
1555,1
1556,0
1557,0
1558,1
1559,1
1560,0
1561,1
1562,0
1563,1
1564,1
1565,1
1566,0
1567,1
1568,0
1569,1
1570,1
1571,1
1572,0
1573,0
1574,1
1575,1
1576,1
1577,0
1578,0
1579,1
1580,0
1581,1
1582,0
1583,1
1584,0
1585,0
1586,1
1587,0
1588,0
1589,0
1590,0
1591,0
1592,1
1593,0
1594,1
1595,1
1596,1
1597,1
1598,0
1599,1
1600,0
1601,0
1602,0
1603,0
1604,1
1605,0
1606,0
1607,0
1608,1
1609,0
1610,1
1611,1
1612,0
1613,0
1614,0
1615,1
1616,0
1617,0
1618,0
1619,0
1620,1
1621,1
1622,1
1623,0
1624,0
1625,0
1626,1
1627,0
1628,1
1629,1
1630,0
1631,1
1632,1
1633,1
1634,0
1635,0
1636,0
1637,0
1638,0
1639,0
1640,0
1641,1
1642,1
1643,1
1644,1
1645,0
1646,1
1647,1
1648,1
1649,1
1650,0
1651,0
1652,1
1653,1
1654,0
1655,0
1656,0
1657,1
1658,0
1659,0
1660,1
1661,1
1662,1
1663,0
1664,1
1665,0
1666,0
1667,1
1668,1
1669,1
1670,1
1671,1
1672,1
1673,0
1674,0
1675,1
1676,1
1677,0
1678,0
1679,1
1680,1
1681,0
1682,0
1683,1
1684,0
1685,0
1686,1
1687,0
1688,0
1689,1
1690,1
1691,0
1692,1
1693,0
1694,0
1695,0
1696,1
1697,1
1698,1
1699,0
1700,0
1701,1
1702,1
1703,1
1704,0
1705,1
1706,1
1707,0
1708,1
1709,0
1710,0
1711,0
1712,1
1713,0
1714,0
1715,1
1716,0
1717,0
1718,1
1719,1
1720,1
1721,1
1722,1
1723,0
1724,1
1725,0
1726,0
1727,1
1728,0
1729,0
1730,0
1731,0
1732,1
1733,1
1734,1
1735,1
1736,1
1737,1
1738,0
1739,0
1740,1
1741,1
1742,1
1743,1
1744,0
1745,1
1746,0
1747,0
1748,1
1749,0
1750,1
1751,1
1752,1
1753,0
1754,0
1755,1
1756,1
1757,0
1758,0
1759,1
1760,1
1761,1
1762,1
1763,0
1764,0
1765,0
1766,1
1767,1
1768,0
1769,1
1770,1
1771,1
1772,1
1773,0
1774,1
1775,1
1776,1
1777,1
1778,0
1779,1
1780,1
1781,1
1782,0
1783,0
1784,1
1785,0
1786,0
1787,0
1788,1
1789,1
1790,1
1791,1
1792,1
1793,1
1794,1
1795,1
1796,0
1797,1
1798,1
1799,1
1800,0
1801,1
1802,1
1803,1
1804,1
1805,1
1806,1
1807,0
1808,1
1809,0
1810,0
1811,0
1812,0
1813,0
1814,1
1815,0
1816,1
1817,1
1818,1
1819,1
1820,0
1821,1
1822,1
1823,1
1824,1
1825,1
1826,0
1827,1
1828,0
1829,0
1830,1
1831,0
1832,0
1833,0
1834,0
1835,0
1836,0
1837,0
1838,0
1839,1
1840,1
1841,0
1842,0
1843,0
1844,1
1845,1
1846,1
1847,0
1848,0
1849,1
1850,1
1851,0
1852,1
1853,0
1854,1
1855,1
1856,1
1857,0
1858,0
1859,0
1860,0
1861,1
1862,0
1863,1
1864,1
1865,1
1866,0
1867,0
1868,1
1869,1
1870,1
1871,0
1872,1
1873,0
1874,1
1875,1
1876,0
1877,1
1878,0
1879,1
1880,0
1881,0
1882,1
1883,1
1884,1
1885,0
1886,1
1887,0
1888,0
1889,1
1890,0
1891,1
1892,0
1893,1
1894,1
1895,1
1896,1
1897,1
1898,0
1899,0
1900,0
1901,1
1902,0
1903,1
1904,1
1905,0
1906,1
1907,0
1908,1
1909,0
1910,0
1911,0
1912,0
1913,1
1914,0
1915,0
1916,1
1917,1
1918,0
1919,1
1920,0
1921,1
1922,1
1923,1
1924,0
1925,0
1926,1
1927,0
1928,0
1929,0
1930,1
1931,0
1932,1
1933,1
1934,1
1935,1
1936,0
1937,0
1938,1
1939,1
1940,1
1941,1
1942,1
1943,1
1944,1
1945,1
1946,0
1947,0
1948,1
1949,1
1950,0
1951,0
1952,1
1953,1
1954,0
1955,0
1956,0
1957,0
1958,1
1959,0
1960,0
1961,0
1962,0
1963,0
1964,0
1965,1
1966,0
1967,1
1968,1
1969,1
1970,0
1971,1
1972,1
1973,0
1974,1
1975,0
1976,0
1977,1
1978,0
1979,1
1980,1
1981,0
1982,0
1983,0
1984,1
1985,1
1986,0
1987,1
1988,0
1989,1
1990,0
1991,0
1992,0
1993,0
1994,0
1995,1
1996,1
1997,0
1998,1
1999,1
2000,1
2001,0
2002,0
2003,0
2004,1
2005,0
2006,0
2007,1
2008,0
2009,0
2010,0
2011,1
2012,0
2013,0
2014,1
2015,0
2016,1
2017,0
2018,1
2019,0
2020,0
2021,0
2022,1
2023,1
2024,1
2025,0
2026,1
2027,0
2028,0
2029,0
2030,1
2031,0
2032,1
2033,0
2034,0
2035,0
2036,0
2037,1
2038,0
2039,0
2040,0
2041,1
2042,0
2043,0
2044,1
2045,0
2046,0
2047,0
2048,0
2049,0
2050,1
2051,0
2052,0
2053,1
2054,0
2055,1
2056,1
2057,0
2058,1
2059,0
2060,0
2061,0
2062,1
2063,1
2064,0
2065,1
2066,1
2067,1
2068,1
2069,0
2070,1
2071,0
2072,0
2073,0
2074,1
2075,1
2076,0
2077,0
2078,1
2079,0
2080,1
2081,0
2082,0
2083,1
2084,1
2085,0
2086,1
2087,1
2088,0
2089,0
2090,0
2091,0
2092,1
2093,0
2094,0
2095,0
2096,1
2097,1
2098,0
2099,1
2100,1
2101,1
2102,1
2103,1
2104,1
2105,0
2106,1
2107,0
2108,0
2109,1
2110,0
2111,1
2112,1
2113,0
2114,1
2115,1
2116,1
2117,0
2118,1
2119,0
2120,1
2121,0
2122,0
2123,1
2124,1
2125,0
2126,0
2127,1
2128,0
2129,0
2130,1
2131,0
2132,1
2133,0
2134,0
2135,1
2136,1
2137,0
2138,0
2139,0
2140,0
2141,1
2142,1
2143,0
2144,0
2145,0
2146,0
2147,1
2148,1
2149,1
2150,0
2151,1
2152,0
2153,0
2154,1
2155,1
2156,0
2157,1
2158,1
2159,0
2160,0
2161,1
2162,1
2163,0
2164,1
2165,0
2166,1
2167,1
2168,1
2169,0
2170,1
2171,0
2172,0
2173,0
2174,0
2175,0
2176,1
2177,0
2178,0
2179,1
2180,1
2181,0
2182,0
2183,1
2184,0
2185,0
2186,1
2187,1
2188,0
2189,1
2190,0
2191,0
2192,0
2193,1
2194,0
2195,1
2196,1
2197,0
2198,1
2199,0
2200,0
2201,0
2202,1
2203,0
2204,1
2205,0
2206,1
2207,0
2208,0
2209,0
2210,0
2211,1
2212,1
2213,1
2214,0
2215,1
2216,1
2217,1
2218,1
2219,1
2220,1
2221,0
2222,0
2223,0
2224,0
2225,1
2226,0
2227,1
2228,0
2229,1
2230,1
2231,1
2232,0
2233,0
2234,1
2235,1
2236,0
2237,0
2238,0
2239,0
2240,0
2241,0
2242,0
2243,0
2244,1
2245,0
2246,1
2247,1
2248,1
2249,1
2250,0
2251,0
2252,1
2253,0
2254,1
2255,0
2256,1
2257,0
2258,1
2259,0
2260,1
2261,1
2262,1
2263,0
2264,1
2265,0
2266,1
2267,0
2268,0
2269,0
2270,1
2271,0
2272,0
2273,1
2274,1
2275,1
2276,1
2277,0
2278,1
2279,0
2280,1
2281,0
2282,1
2283,0
2284,0
2285,1
2286,0
2287,0
2288,0
2289,0
2290,1
2291,1
2292,1
2293,0
2294,0
2295,0
2296,1
2297,0
2298,1
2299,1
2300,1
2301,1
2302,1
2303,0
2304,1
2305,0
2306,1
2307,0
2308,0
2309,0
2310,0
2311,1
2312,1
2313,0
2314,1
2315,0
2316,1
2317,0
2318,1
2319,1
2320,1
2321,0
2322,0
2323,0
2324,0
2325,1
2326,0
2327,1
2328,0
2329,1
2330,0
2331,0
2332,0
2333,1
2334,0
2335,1
2336,1
2337,0
2338,1
2339,1
2340,1
2341,1
2342,1
2343,1
2344,1
2345,0
2346,0
2347,0
2348,0
2349,1
2350,0
2351,0
2352,0
2353,0
2354,1
2355,1
2356,0
2357,1
2358,1
2359,1
2360,0
2361,1
2362,0
2363,1
2364,1
2365,1
2366,0
2367,1
2368,1
2369,1
2370,1
2371,1
2372,0
2373,0
2374,0
2375,0
2376,1
2377,1
2378,1
2379,1
2380,0
2381,0
2382,1
2383,1
2384,1
2385,0
2386,1
2387,0
2388,0
2389,0
2390,1
2391,0
2392,0
2393,1
2394,1
2395,1
2396,0
2397,1
2398,0
2399,0
2400,0
2401,0
2402,1
2403,0
2404,0
2405,1
2406,1
2407,0
2408,1
2409,0
2410,1
2411,0
2412,1
2413,1
2414,0
2415,0
2416,1
2417,0
2418,1
2419,0
2420,0
2421,1
2422,0
2423,0
2424,0
2425,1
2426,0
2427,1
2428,0
2429,1
2430,0
2431,0
2432,0
2433,1
2434,0
2435,1
2436,0
2437,1
2438,0
2439,0
2440,1
2441,1
2442,1
2443,0
2444,1
2445,1
2446,0
2447,1
2448,1
2449,0
2450,0
2451,1
2452,1
2453,1
2454,1
2455,0
2456,0
2457,0
2458,1
2459,1
2460,1
2461,1
2462,1
2463,0
2464,1
2465,1
2466,1
2467,1
2468,1
2469,0
2470,0
2471,1
2472,1
2473,0
2474,1
2475,1
2476,0
2477,0
2478,1
2479,0
2480,0
2481,0
2482,0
2483,1
2484,0
2485,0
2486,0
2487,0
2488,1
2489,0
2490,0
2491,1
2492,0
2493,1
2494,1
2495,1
2496,1
2497,1
2498,1
2499,0
2500,0
2501,0
2502,0
2503,1
2504,1
2505,1
2506,1
2507,0
2508,0
2509,1
2510,0
2511,1
2512,1
2513,0
2514,1
2515,1
2516,1
2517,0
2518,0
2519,0
2520,1
2521,1
2522,0
2523,0
2524,0
2525,0
2526,0
2527,0
2528,1
2529,0
2530,1
2531,0
2532,1
2533,0
2534,0
2535,0
2536,1
2537,1
2538,0
2539,0
2540,1
2541,0
2542,1
2543,1
2544,0
2545,1
2546,0
2547,1
2548,0
2549,0
2550,0
2551,0
2552,0
2553,1
2554,1
2555,1
2556,0
2557,1
2558,1
2559,1
2560,0
2561,1
2562,1
2563,0
2564,0
2565,1
2566,1
2567,0
2568,1
2569,1
2570,1
2571,1
2572,0
2573,1
2574,0
2575,0
2576,0
2577,0
2578,1
2579,0
2580,1
2581,0
2582,0
2583,0
2584,0
2585,0
2586,1
2587,1
2588,1
2589,1
2590,0
2591,0
2592,1
2593,0
2594,1
2595,0
2596,0
2597,1
2598,1
2599,1
2600,0
2601,1
2602,1
2603,1
2604,1
2605,0
2606,0
2607,1
2608,1
2609,1
2610,1
2611,1
2612,0
2613,1
2614,0
2615,0
2616,1
2617,0
2618,1
2619,0
2620,1
2621,1
2622,0
2623,1
2624,0
2625,0
2626,0
2627,0
2628,0
2629,1
2630,0
2631,0
2632,0
2633,0
2634,1
2635,0
2636,0
2637,1
2638,0
2639,1
2640,1
2641,1
2642,0
2643,0
2644,0
2645,0
2646,0
2647,0
2648,0
2649,0
2650,0
2651,0
2652,1
2653,0
2654,0
2655,1
2656,1
2657,1
2658,1
2659,1
2660,0
2661,0
2662,0
2663,1
2664,1
2665,1
2666,1
2667,1
2668,1
2669,1
2670,1
2671,0
2672,0
2673,1
2674,0
2675,1
2676,1
2677,1
2678,1
2679,1
2680,0
2681,0
2682,1
2683,0
2684,0
2685,1
2686,1
2687,1
2688,0
2689,1
2690,1
2691,1
2692,0
2693,1
2694,0
2695,0
2696,1
2697,1
2698,0
2699,1
2700,0
2701,1
2702,1
2703,1
2704,0
2705,0
2706,0
2707,0
2708,0
2709,0
2710,0
2711,0
2712,0
2713,0
2714,1
2715,0
2716,1
2717,1
2718,0
2719,0
2720,1
2721,1
2722,0
2723,0
2724,1
2725,0
2726,1
2727,1
2728,0
2729,1
2730,1
2731,1
2732,0
2733,1
2734,1
2735,0
2736,1
2737,0
2738,0
2739,1
2740,0
2741,0
2742,1
2743,1
2744,0
2745,1
2746,1
2747,1
2748,0
2749,0
2750,0
2751,1
2752,1
2753,1
2754,0
2755,0
2756,0
2757,1
2758,0
2759,1
2760,1
2761,1
2762,1
2763,0
2764,1
2765,0
2766,0
2767,0
2768,0
2769,1
2770,0
2771,0
2772,0
2773,0
2774,0
2775,1
2776,1
2777,1
2778,0
2779,0
2780,1
2781,0
2782,1
2783,1
2784,1
2785,0
2786,1
2787,1
2788,1
2789,0
2790,1
2791,1
2792,0
2793,1
2794,0
2795,1
2796,1
2797,1
2798,1
2799,1
2800,1
2801,1
2802,0
2803,0
2804,1
2805,0
2806,0
2807,0
2808,0
2809,0
2810,0
2811,1
2812,1
2813,0
2814,1
2815,0
2816,1
2817,1
2818,0
2819,0
2820,1
2821,0
2822,1
2823,1
2824,0
2825,1
2826,0
2827,1
2828,1
2829,1
2830,0
2831,1
2832,1
2833,1
2834,1
2835,1
2836,1
2837,0
2838,1
2839,0
2840,1
2841,1
2842,0
2843,0
2844,0
2845,1
2846,0
2847,1
2848,0
2849,1
2850,1
2851,0
2852,1
2853,0
2854,0
2855,1
2856,0
2857,0
2858,0
2859,0
2860,1
2861,1
2862,1
2863,1
2864,1
2865,1
2866,1
2867,0
2868,0
2869,0
2870,1
2871,1
2872,1
2873,0
2874,0
2875,1
2876,1
2877,1
2878,1
2879,1
2880,1
2881,1
2882,0
2883,1
2884,0
2885,0
2886,1
2887,1
2888,1
2889,1
2890,1
2891,1
2892,1
2893,0
2894,0
2895,1
2896,0
2897,1
2898,1
2899,0
2900,1
2901,0
2902,1
2903,1
2904,0
2905,1
2906,1
2907,1
2908,1
2909,0
2910,0
2911,1
2912,1
2913,0
2914,0
2915,1
2916,0
2917,0
2918,0
2919,1
2920,1
2921,0
2922,0
2923,0
2924,1
2925,0
2926,1
2927,0
2928,0
2929,1
2930,1
2931,0
2932,0
2933,0
2934,1
2935,0
2936,1
2937,1
2938,1
2939,1
2940,0
2941,1
2942,0
2943,1
2944,1
2945,1
2946,0
2947,1
2948,1
2949,0
2950,0
2951,0
2952,1
2953,1
2954,0
2955,1
2956,1
2957,1
2958,0
2959,1
2960,1
2961,0
2962,1
2963,0
2964,0
2965,1
2966,1
2967,1
2968,1
2969,1
2970,0
2971,0
2972,0
2973,1
2974,1
2975,0
2976,1
2977,1
2978,0
2979,0
2980,0
2981,0
2982,0
2983,0
2984,0
2985,0
2986,0
2987,0
2988,0
2989,0
2990,1
2991,1
2992,1
2993,1
2994,1
2995,0
2996,0
2997,1
2998,0
